Which browsers do not have support for getitems()?,"Support for the Microdata API has just been removed from Webkit (Apple Safari). Support for the Microdata API was also removed from Blink (Google Chrome) a few months ago. This means that Apple Safari and Google Chrome will no longer support the Microdata API. Removal of the feature from a browser also shows us a likely future for Microdata, which is less and less support.

Any browser that supports the HTML5 microdata API, will have support for getItems() function on the global document object. If a browser doesn't support microdata, the getItems() function will be undefined."
Name the sementic elements in HTML5.,"```
header
nav
section
article
aside
figure
figcaption
footer
details
summary
mark
time
```"
What is DOM?,"DOM (Document Object Model) defines relationships, attributes & methods of objects."
What is meant by HTML Serialization?,The HTML serialization refers to the syntax of an HTML document defined in the HTML specification.
Which MIME type does HTML use?,The HTML serialization must be served using the text/html MIME type.
How do we specify character encoding?,"We specify the encoding using HTTP Content-Type header.

<meta http-equiv=""Content-Type"" content=""text/html;charset=ISO-8859-8"">"
What is the restriction on character coding?,The character encoding declaration must be serialized without the use of character references or character escapes of any kind.
What does <sub> tag do?,The <sub> tag is used to define subscript text. Subscript text appears half a character below the baseline.
Which HTML tag will you use to write superscript text in your web page?,"The <sup> tag defines superscript text and hence it will be used. e.g.
<sup>This is superscript text.</sup>"
Which property is used to specify the tab order of an element?,tabindex is used to specify the tab order of an element. e.g. HTMLElementObject.tabIndex=tabIndex
"In which browser min, max and step attributes work?","Opera 9.5 (and above) and Chrome 3.0 (and above) are the only browsers supporting min, max and step attributes."
What are the valid values of canvas's globalalpha property?,Valid values of canvas's globalalpha property range from 0 and 1. Real values are allowed.
"In canvas's globalalpha property, what do 0 and 1 mean?",In canvas's globalalpha property 0 means no opacity and 1 means full opacity.
How do you rotate a canvas and what is its unit of measurement?,"To rotate the HTML5 Canvas, we use rotate() method. The rotate transformation is defined by an angle in radians."
"Using HTML5 canvas, how will you invert colors of an image?","We can iterate over all of the pixels in the image and invert the red, green, and blue components by subtracting each component from the max color value, 255."
How can we create oscillation animation using HTML5 canvas?,This is possible using the KineticJS library. We need to use the equation for a simple harmonic oscillator in the updateStage() method of the Stage object.
What is KineticJS in HTML5?,KineticJS is an HTML5 canvas library that extends the canvas API by providing support for animation and event handling.
What is the purpose of body tag's attribute onoffline?,Execute a JavaScript function when the browser starts to work offline.
What can an audio element contain?,"An audio element contains a src attribute or one or more source element, which may be followed by wither text or embedded content or text content enclosed by markup."
Which elements can contain audio element?,Any element which can contain text or embedded content or text content enclosed by markup can contain audio element.
Which browser supports the Semantic <progress> functionality?,Only Chrome and Opera support the Semantic <progress> functionality.
How can you show an object's downloading progress using HTML5?,"HTML5 provides the <progress> tag to show work-in-progress. e.g.
Progress: <progress value=""60"" max=""100"">60%</progress>"
How secure is the HTML5 storage database?,"Within the browser, a web site can read/write in its own storage database i.e. other sites cannot access my sites database. HTML5 storage database is therefore secure."
What is the purpose of <kbd> tag in HTML5?,"It is used for indicating the text to be entered by the user.

<p>Type the following in the Run dialog: <kbd>cmd</kbd><br />Then click the OK button.</p>"
Name few Event Handler Content Attributes.,"ondragenter, ondrop, onselect, onstalled, onwaiting"
What can HTML5 do that Flash cannot?,"HTML5 can run on Apple mobile devices like iPhones and iPads whereas Flash plugin is not directly supported on Apple mobile devices. HTML5 runs just as part of the browser, so there's no separate plugin."
What does the tag <noframes> do?,The <noframes> tag is used to display text for browsers that do not handle frames.
What is CSS? How does it work?,CSS (Cascading Style Sheets) is a style sheet language used to describe the presentation semantics (the look and formatting) of a document written in a markup language.

Question,Answer
cache manifest, cache manifest
Which software storage feature is introduced in HTML5? What is its purpose?,The cache manifest is introduced in HTML5 which is a software storage feature that provides the ability to access a web application even without a network connection.
What is the role of manifest file in cache manifest software storage feature?,"A cache manifest file contains the sources that are required by a web application e.g. HTML pages, images, CSS, JS etc. On the very first user visit to a HTML site with cache manifest feature, his web browser will read the HTML5 manifest file, download the resources given and store them locally. In the absence of a network connection, his web browser will shift to the local copies and hence web application will be available to him even without a network connection."
Which content type must be served by the cache manifest file?,text/cache-manifest
Assume that you intend to use cache manifest feature and your web application exceeds on HTML page. Can all the pages share same manifest file?,"Yes. Each web page must have a manifest attribute that points to the cache manifest. e.g. <!DOCTYPE HTML>
<html manifest=""/cache.manifest""> <body>
</body> </html>"
Write an HTML page that refers to a cache manifest file called mymanifest.manifest.,"```
<!DOCTYPE HTML>
<html manifest=""mymanifest.manifest"">
<head> <title>Hello</title>
<script src=""myjs.js""></script>
<link rel=""mystylesheet"" href=""test.css""> </head>
<body>
Hello World.
</body> </html>
```"
Should cache manifest files use absolute paths or absolute URLs?,"Cache manifests can also use absolute paths or even absolute URLs as shown below:
CACHE MANIFEST
/js/myjs.js /main/css/mycss.css http://test/images/img1.jpg"
How do you comment a line in cache manifest file?,"```
Hash character (#) is used to comment a single line in cache manifest file. e.g. CACHE MANIFEST
# this is a comment
```"
How are spaces and blank lines handled in cache manifest file?,Spaces and blank lines are ignored in cache manifest file.
Name the cache manifest file headers.,"Cache manifest file consists of 3 headers namely: a) CACHE (to cache the resources)

b) NETWORK (not to cache the resources)
c) FALLBACK (to substitute online resources that cannot be cached / were not cached)"
Give an example of cache manifest file that uses manifest file headers.,"CACHE MANIFEST
FALLBACK:
/ /offlinepage.html NETWORK: /rates.html CACHE:
/css.css /js.js /image.png"
"```
Review the given cache manifest file. What does a single character (/) before ‘offlinepage.html’ refer to?
CACHE MANIFEST
FALLBACK:
/ /offlinepage.html NETWORK:
.....
```","The fallback section consists of a single line. i.e. / /offlinepage.html. The single character (/) before ‘offlinepage’ will match any URL pattern on your site. If the browser does not find the page in the appcache, the application will display the page /offlinepage.html."
"If you have a cache manifest file that has no section headers, how will the resources be treated?","All manifest files are divided into three parts: the “explicit” section, the “fallback” section, and the “online whitelist” section. Each section has a header, on its own line. If the manifest file doesn’t have any section headers, by default all the listed resources are in the “explicit” section, hence they will be downloaded and cached locally."
"If your browser has visited the web page (cache manifest enabled) before and recognizes the manifest file, will all the resources mentioned in the manifest be downloaded again?","If the manifest file has not changed, the downloading of resources will not occur."

Question,Answer
misc, misc
"Set a view port, what are the options?","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0""/>

initial-scale=1.0 fits the viewport to the dimensions of the device (device-width and device-height values), which is a good idea because the size of the viewport fits the dimensions of the device regardless of its orientation.

width=device-width size the viewport to always corresponds to the (fixed value) width of the device, and thus is distorted in landscape orientation because que right value should be “device-height” not “device-width” in landscape (and it’s worse on iPhone5 whose device-height value is 568px, compared to its 320px device-width).

Therefore, I would rather recommend to use initial-scale alone, not associated width=device-width. Because the combination of the two is problematic, and moreover I think than even only width=device-width is problematic."
"```
make the p so it shows one line and 3 dots
p{
        display: block;
        width: 100px;
  }
```","```
p{
       display: block;
        width: 100px;
        overflow:hidden;
        text-overflow: ellipsis;
        white-space: nowrap;
 }
```"
